genres,movie_id,original_title,plot,cast
"['Biography', 'Crime', 'Drama']",tt1734110,No One Killed Jessica,A journalist  who is more of an activist teams up with the sister of a murdered model  as she gets interested in the case and wants to bring justice to her case.,"['Rani Mukerji', 'Vidya Balan', 'Myra Karn', 'Neil Bhoopalam', 'Rajesh Sharma', 'Satyadeep Misra']"
"['Action', 'Comedy', 'Crime']",tt1830786,Rascals,Two rival con-men attempt to outdo each other to woo a wealthy woman.,"['Ajay Devgn', 'Sanjay Dutt', 'Kangana Ranaut', 'Lisa Haydon', 'Arjun Rampal', 'Satish Kaushik']"
"['Biography', 'Drama']",tt1954206,The Dirty Picture,The love story between an actress and a director  inspired by the life of the late south Indian actress Silk Smitha.,"['Vidya Balan', 'Emraan Hashmi', 'Tusshar Kapoor', 'Naseeruddin Shah', 'Rajesh Sharma', '']"
"['Comedy', 'Romance']",tt1351224,Pyaar Impossible!,Everybody loves beautiful Alisha and it's no surprise that nerdy Abhay loves her too but she doesn't know he exists until years later their paths cross.,"['Priyanka Chopra', 'Anupam Kher', 'Uday Chopra', 'Jugal Hansraj', 'Dino Morea', 'Madhura Naik']"
"['Comedy', 'Drama', 'Music']",tt1392744,Chance Pe Dance,New love convinces a struggling actor and dancer to enter a talent competition that could make him a superstar.,"['Shahid Kapoor', ""Genelia D'Souza"", 'Mohnish Bahl', 'Satish Shah', 'Parikshat Sahni', 'Vikas Bhalla']"
"['Comedy', 'Crime', 'Drama']",tt1512220,My Friend Pinto,Twenty-something Michael Pinto has grown up in a small Goan village  believing everyone in the world to be simple  kind and honest  just like him. His world revolves around a doting mother ...                    ,"['Prateik', 'Kalki Koechlin', 'Arjun Mathur', 'Shruti Seth', 'Makrand Deshpande', 'Raj Zutshi']"
"['Action', 'Adventure', 'Drama']",tt1185412,Veer,In early twentieth-century British India  the Pindari leader Prithvi Singh narrates his story to a reporter from the London Times - a story of betrayal and deceit at the hands of the ...                    ,"['Salman Khan', 'Jackie Shroff', 'Mithun Chakraborty', 'Zareen Khan', 'Amar Adatia', 'Lara Clear']"
"['Action', 'Crime', 'Drama']",tt1573482,Striker,Amidst strictly enforced curfew by Bombay Police during December 1992 following Hindu-Muslim riots  Suryakant - one of four siblings from Malad's Malvani slums  heads home. While doing so  ...                    ,"['Siddharth', 'Ankur Vikal', 'Anupam Kher', 'Vidya Malvade', 'Seema Biswas', 'Padmapriya']"
"['Drama', 'Mystery', 'Thriller']",tt1451797,Rann,Unfolds the story behind the news industry and its political conspiracies.,"['Amitabh Bachchan', 'Riteish Deshmukh', 'Gul Panag', 'Paresh Rawal', 'Sudeep', 'Neetu Chandra']"
"['Comedy', 'Drama', 'Romance']",tt1345777,Ishqiya,While on the run from goons  a man and his nephew fall for a kidnapper's seductive widow.,"['Vidya Balan', 'Naseeruddin Shah', 'Arshad Warsi', 'Salman Shahid', 'Adil Hussain', 'Rajesh Sharma']"
"['Drama', 'Thriller']",tt1471247,Road to Sangam,Amidst bomb explosions  fake arrests  police brutality and protests  a determined mechanic attempts to repair an antique truck to transport the last remains of Mahatma Gandhi in modern day India.,"['Paresh Rawal', 'Om Puri', 'Pavan Malhotra', 'Javed Sheikh', 'Swati Chitnis', 'Masood Akhtar']"
"['Drama', 'Romance']",tt2112978,Jo Hum Chahein,In his bid to quickly boost his career  a male alienates himself from his family  friends  and true love.,"['Sunny Gill', 'Simran Kaur Mundi', 'Alyy Khan', 'Achint Kaur', 'Yuri Suri', 'Samar Virmani']"
"['Drama', 'Horror', 'Mystery']",tt1596723,Click,A photographer and his girlfriend enter a nightmarish world after they run over a woman.,"['Shreyas Talpade', 'Sada', 'Sneha Ullal', 'Rehan Khan', 'Chunky Pandey', '']"
"['Comedy', 'Drama']",tt1605778,Toh Baat Pakki!,A pushy busybody invites a young man to be her tenant  in hopes of arranging a marriage for her younger sister; but then has to get rid off him when she believes she has found an even better match.,"['Tabu', 'Sharman Joshi', 'Yuvika Chaudhry', 'Vatsal Sheth', 'Ayub Khan', '']"
['Drama'],tt1188996,My Name Is Khan,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.,"['Shah Rukh Khan', 'Kajol', 'Katie A. Keane', 'Kenton Duty', 'Benny Nieves', 'Christopher B. Duncan']"
"['Crime', 'Drama', 'Thriller']",tt1183917,Teen Patti,A disgraced professor recounts his career and involvement with gambling.,"['Amitabh Bachchan', 'Madhavan', 'Shraddha Kapoor', 'Akkash Basnet', 'Siddharth Kher', 'Dhruv Ganesh']"
"['Drama', 'Mystery', 'Thriller']",tt1373156,Karthik Calling Karthik,A loner  Karthik achieves success  and even wins the heart of his gorgeous co-worker  after getting early morning mysterious phone calls from someone claiming to be him.,"['Siddhartha Gupta', 'Swapnel Desai', 'Farhan Akhtar', 'Vipin Sharma', 'Kanchan Pagare', 'Ram Kapoor']"
"['Action', 'Crime', 'Thriller']",tt1285241,Don 2,An international criminal turns himself in and escapes with an old rival from prison  following which he recruits a team to steal currency printing plates from a bank in Berlin.,"['Shah Rukh Khan', 'Priyanka Chopra', 'Boman Irani', 'Lara Dutta', 'Kunal Kapoor', 'Om Puri']"
"['Drama', 'Horror', 'Mystery']",tt1612573,Rokkk,New Delhi-based Anushka Walia  who lives with her widowed mother  gets a phone from her frightened sister  Ahana Warda  from Goa. Shortly thereafter a male comes on the phone and informs ...                    ,"['Tanushree Dutta', 'Udita Goswami', 'Shaad Randhawa', 'Sachin Khedekar', 'Ashwini Kalsekar', 'Arif Zakaria']"
"['Action', 'Drama', 'Thriller']",tt1606162,Aakhari Decision,An assassin  who wants to quit  is asked to carry out a final assignment.,"['Paul Sidhu', 'Sumona Chakravarti', 'Anant Jog', 'Nagesh Bhonsle', 'Rio Kapadia', 'Navni Parihar']"
"['Crime', 'Drama', 'Thriller']",tt1191130,Right Yaaa Wrong,A decorated and disabled Police Officer becomes suspect in a double homicide.,"['Sunny Deol', 'Irrfan Khan', 'Isha Koppikar', 'Konkona Sen Sharma', 'Sanjay Singh', 'Deepal Shaw']"
['Drama'],tt1620971,Sukhmani,An Indian soldier loses hope after his family are killed by militants.,"['Gurdas Maan', 'Juhi Chawla', 'Divya Dutta', 'Anup Soni', 'Bhagwant Mann', 'Rana Jung Bahadur']"
"['Crime', 'Drama']",tt1437367,Thanks Maa,A homeless petty thief attempts to find the biological mother of an abandoned baby.,"['Master Shams', 'Master Salman', 'Master Jaffer', 'Master Fayaaz', 'Baby Almas', '']"
"['Comedy', 'Drama']",tt1620907,Na Ghar Ke Na Ghaat Ke,A naive villager faces challenges when he gets a job in a big city.,"['Om Puri', 'Paresh Rawal', 'Neena Gupta', 'Ravi Kishan', 'Rahul Aggarwal', 'Narayani Shastri']"
"['Action', 'Drama', 'Mystery']",tt1629424,Trump Card,Three friends find their lives endangered after a huge inheritance.,"['Vikrum Kumar', 'Haidar Ali', 'Urvashi Chaudhary', 'Mansi Dovhal', 'Vikas Anand', 'Ehsan Khan']"
"['Adventure', 'Horror', 'Romance']",tt1600439,Shaapit: The Cursed,In order to wed his sweetheart  a male must reverse a 350-year old curse on her family.,"['Aditya Narayan', 'Shweta Agarwal', 'Shubh Joshi', 'Natasha Sinha', 'Murli Sharma', 'Nishigandha Wad']"
"['Comedy', 'Drama', 'Fantasy']",tt1465493,Hum Tum Aur Ghost,An alcoholic and insomniac photographer is approached by deceased persons' souls in order to try and resolve their concerns.,"['Arshad Warsi', 'Dia Mirza', 'Boman Irani', 'Sandhya Mridul', 'Zehra Naqvi', 'Tinnu Anand']"
['Comedy'],tt1397492,Well Done Abba!,A mild mannered chauffeur finds that the government in his parched village is giving loans to dig one's own well. After fudged photographs and bribes  he has no loan amount left to build his well. Aggrieved  he protests by abjuring water.,"['Boman Irani', 'Minissha Lamba', 'Sammir Dattani', 'Ila Arun', 'Ravi Kishan', 'Sonali Kulkarni']"
"['Comedy', 'Drama']",tt1442583,Tum Milo Toh Sahi,A retired law clerk defends an encroaching restaurant owner against a multinational company.,"['Nana Patekar', 'Dimple Kapadia', 'Sunil Shetty', 'Vidya Malvade', 'Rehan Khan', 'Anjana Sukhani']"
"['Comedy', 'Drama', 'Fantasy']",tt1194232,Jaane Kahan Se Aayi Hai,Rejected by the woman he loves  a man must find true love for an amazon from Venus.,"['Priyanka Chopra', 'Akshay Kumar', 'Jacqueline Fernandez', 'Riteish Deshmukh', 'Karan Johar', 'Sajid Khan']"
"['Comedy', 'Drama']",tt1610418,Prem Kaa Game,After his wife and daughter go to visit relatives  a man decides to have an affair with his attractive neighbor.,"['Arbaaz Khan', 'Madhuri Bhattacharya', 'Tara Sharma', 'Johnny Lever', 'Rakesh Bedi', 'Vivek Shauq']"
"['Drama', 'Romance']",tt1183944,Sadiyaan: Boundaries Divide... Love Unites,A Hindu/Sikh family face challenges when their adopted son falls in love with a Muslim girl.,"['Rekha', 'Hema Malini', 'Javed Sheikh', 'Avtar Gill', 'Rakhee Tandon', 'Navni Parihar']"
"['Drama', 'Romance']",tt1620620,The Japanese Wife,Pen pals decide to get married and carry-on a long-term relationship.,"['Rahul Bose', 'Chigusa Takaku', 'Raima Sen', 'Moushumi Chatterjee', 'Paran Banerjee', 'Kharaj Mukherjee']"
"['Drama', 'Family']",tt1194236,Get Educated: Paathshaala,A new English school-teacher also teaches music but ends up leading both teachers and students to revolt against the school management.,"['Nana Patekar', 'Shahid Kapoor', 'Ayesha Takia', 'Sushant Singh', 'Saurabh Shukla', 'Anjan Srivastav']"
"['Drama', 'Horror', 'Mystery']",tt1612611,Phoonk 2,While on vacation  children and their father are terrorized by their mother and wife respectively.,"['Sudeep', 'Amruta Khanvilkar', 'Ahsaas Channa', '']"
"['Action', 'Drama', 'Sport']",tt1285245,Lahore,A cricketer turns kick-boxer in order to avenge the death of his brother.,"['Farooq Shaikh', 'Nafisa Ali', 'Aanaahad', 'Sabyasachi Chakrabarty', 'Shradha Das', 'Sushant Singh']"
"['Drama', 'Mystery', 'Thriller']",tt1425618,Apartment: Rent at Your Own Risk,A jilted woman feels threatened after renting a room to a female.,"['Rohit Roy', 'Tanushree Dutta', 'Neetu Chandra', 'Mushtaq Khan', 'Ravi Jhankal', 'Nassar Abdulla']"
"['Crime', 'Drama']",tt1608768,City of Gold - Mumbai 1982: Ek Ankahee Kahani,An impoverished family faces challenges and obstacles after strikes/shut-downs/arson shut down Mumbai's mills.,"['Sachin Khedekar', 'Seema Biswas', 'Ankush Chaudhari', 'Satish Kaushik', 'Siddarth Jadhav', 'Shashank Shende']"
"['Action', 'Crime', 'Drama']",tt1594964,Chase,Police launch a manhunt for an escaped rehab-patient/terrorist responsible for the assassination of a politician,"['Anuj Saxena', 'Udita Goswami', 'Tarina Patel', 'Sameer Kochhar', 'Rajesh Khattar', 'Aditya Raj']"
['Comedy'],tt1573072,Housefull,Believing himself to be jinxed  a man attempts to find true love  but instead gets caught in a web of lies.,"['Akshay Kumar', 'Deepika Padukone', 'Riteish Deshmukh', 'Lara Dutta', 'Arjun Rampal', 'Boman Irani']"
['Drama'],tt1607607,Mittal v/s Mittal,Girls have dreams - dreams of a fairytale romance  of prince charming sweeping them off their feet  a dream wedding and living happily ever-after. Mitali  a successful model  also had ...                    ,"['Hazel Croney', 'Gulshan Grover', 'Iravati Harshe', 'Suchitra Krishnamoorthi', 'Reema Lagoo', 'Rohit Roy']"
"['Comedy', 'Drama', 'Fantasy']",tt1319716,It's a Wonderful Afterlife,A comedy centered on an Indian mother who takes her obsession with marriage into the world of serial murder.,"['Sanjeev Bhaskar', 'Steve Morphew', 'Steve Jones', 'Jamie Sives', 'Sendhil Ramamurthy', 'Mark Addy']"
"['Action', 'Sci-Fi', 'Thriller']",tt1455816,Prince,A thief is caught in a race against time after he wakes up with no memory and has to find an antique coin which might be the root cause.,"['Vivek Oberoi', 'Isaiah', 'Aruna Shields', 'Nandana Sen', 'Neeru Bajwa', 'Sanjay Kapoor']"
"['Action', 'Adventure', 'Drama']",tt1334470,Raavan,A bandit leader kidnaps the wife of the policeman who killed his sister  but later falls in love with her.,"['Abhishek Bachchan', 'Aishwarya Rai Bachchan', 'Govinda', 'Vikram', 'Ajay Gehi', 'Ravi Kishan']"
"['Drama', 'Family', 'Thriller']",tt1629241,Bumm Bumm Bole,Pinu loses his sister Rimzim's shoes so they both decide to share a pair of shoes until their father has saved enough money to buy a new pair.,"['Atul Kulkarni', 'Rituparna Sengupta', 'Darsheel Safary', 'Ziyah Vastani', '']"
['Comedy'],tt1673411,Kushti,A small-framed postmaster must prove his one-sided love for a wrestler's daughter.,"['Rajpal Yadav', 'Nargis Bagheri', 'Om Puri', 'Sharat Saxena', 'Asrani', 'Jagdeeshan']"
"['Action', 'Drama', 'Romance']",tt1198101,Kites,A wounded man searches for his sweetheart in the Mexican desert while on the run from the police  bounty hunters  and others.,"['Hrithik Roshan', 'Steven Michael Quezada', 'Bárbara Mori', 'Kangana Ranaut', 'Kabir Bedi', 'Luce Rains']"
"['Comedy', 'Crime', 'Drama']",tt1608777,LSD: Love Sex Aur Dhokha,A video camcorder  a store security camera  and concealed cameras candidly expose lives in three loosely-linked tales.,"['Nushrat Bharucha', 'Anshuman Jha', 'Neha Chauhan', 'Rajkummar Rao', 'Arya Banerjee', 'Amit Sial']"
"['Drama', 'Romance']",tt0443331,Milenge Milenge,Hoping that destiny will re-unite them  a couple  on the verge of getting married  attempt to locate each other.,"['Kareena Kapoor', 'Shahid Kapoor', 'Aarti Chhabria', 'Delnaaz Irani', 'Satish Shah', '']"
"['Drama', 'Romance', 'Thriller']",tt1629260,Ek Second... Jo Zindagi Badal De...,A dual look at a woman's life - when she misses her train; and when she actually catches it.,"['Bhushan Agarwal', 'Nikita Anand', 'Venita Anand', 'Bedi', 'Rozza Catalona', 'Pradeep Chaudhry']"
['Drama'],tt1646217,Mr. Singh/Mrs. Mehta,A wife embarks on a steamy affair with an artist after finding out that her husband is having an affair with his wife.,"['Prashant Narayanan', 'Aruna Shields', 'Naved Aslam', 'Lucy Hassan', '']"
"['Action', 'Drama', 'Thriller']",tt1309561,Lamhaa: The Untold Story of Kashmir,Indian Military Intelligence deputes an agent to Kashmir incognito to find out who is behind extremist attacks.,"['Sanjay Dutt', 'Bipasha Basu', 'Kunal Kapoor', 'Anupam Kher', 'Shernaz Patel', 'Mahesh Manjrekar']"
"['Comedy', 'Crime', 'Drama']",tt1455811,Khatta Meetha,A seemingly corrupt petty contractor faces challenges from the local municipality  his family  his employees  as well as a former girlfriend and her family.,"['Akshay Kumar', 'Trisha Krishnan', 'Kulbhushan Kharbanda', 'Aruna Irani', 'Urvashi Sharma', 'Milind Gunaji']"
"['Comedy', 'Drama']",tt1629391,Tere Bin Laden,A reporter casts a fake Bin Laden to act in his video message to America  so he can immigrate there.,"['Ali Zafar', 'Pradhuman Singh', 'Piyush Mishra', 'Nikhil Ratnaparkhi', 'Chirag Vohra', 'Sugandha Garg']"
['Drama'],tt1639426,Udaan,Expelled from his school  a 16-year old boy returns home to his abusive and oppressive father.,"['Rajat Barmecha', 'Ronit Roy', 'Manjot Singh', 'Ram Kapoor', 'Raja Hudda', 'Varun Khettry']"
"['Action', 'Crime', 'Drama']",tt1395054,Once Upon a Time in Mumbaai,A smuggler rises to power in in 1970s Mumbai  a younger gangster seeks to overthrow him and a police officer is caught in the middle.,"['Ajay Devgn', 'Emraan Hashmi', 'Kangana Ranaut', 'Prachi Desai', 'Randeep Hooda', 'Naved Aslam']"
"['Horror', 'Thriller']",tt1663647,Help,An unhappily married pregnant woman suspects her vengeful deceased twin has returned from the dead.,"['Bobby Deol', 'Mugdha Godse', 'Shreyas Talpade', 'Sophie Handa', 'Linda Arsenio', 'Anaushka Dantra']"
"['Comedy', 'Drama']",tt1447508,Peepli (Live),An impoverished farmer's threat to end his life invites attention from politicians and media.,"['Omkar Das Manikpuri', 'Raghuvir Yadav', 'Shalini Vatsa', 'Farrukh Jaffar', 'Malaika Shenoy', 'Vishal Om Prakash']"
"['Action', 'Drama', 'Romance']",tt1606267,Lafangey Parindey,Set in grungy Mumbai  an edgy love story of a blindfolded street fighter and a blind dancer and their never-say-die spirit to achieve the impossible.,"['Neil Nitin Mukesh', 'Deepika Padukone', '']"
"['Comedy', 'Drama']",tt1191118,Hello Darling,Three harassed female employees fear they have killed their very-much-alive boss and try to dispose off the dead body of an unknown male.,"['Gul Panag', 'Celina Jaitly', 'Isha Koppikar', 'Chunky Pandey', 'Javed Jaffrey', '']"
['Drama'],tt1722425,Antardwand,A young man is kidnapped by a local strongman with the intention of forcing him to marry his daughter to secure a family alliance.,"['Raj Singh Chaudhary', 'Swati Sen', 'Akhilendra Mishra', 'Vinay Pathak', 'Himanshi', 'Jaya Bhattacharya']"
['Drama'],tt1227524,Aashayein,A man meets with assorted characters in a nursing home after being diagnosed with cancer.,"['John Abraham', 'Anaitha Nair', 'Girish Karnad', 'Farida Jalal', 'Prateeksha Lonkar', 'Ashwin Chitale']"
"['Action', 'Crime', 'Drama']",tt1630613,Soch Lo,An injured and amnesiac male who robs to survive in a desert  is rescued with people with an agenda of their own.,"['Barkha Madan', 'Iris Maity', 'Nishan Nanaiah', 'Sartaj Singh Pannu', 'Himanshu Kohli', 'Bhupinder Singh']"
"['Action', 'Comedy']",tt1620719,Dabangg,A corrupt police officer faces challenges from his family  gangsters and politicians.,"['Salman Khan', 'Sonakshi Sinha', 'Sonu Sood', 'Arbaaz Khan', 'Vinod Khanna', 'Dimple Kapadia']"
"['Comedy', 'Family']",tt1738293,Khichdi: The Movie,In order to immortalize his love  a groom decides to create conflict between his and his to-be bride's families.,"['Supriya Pathak', 'Anang Desai', 'Rajeev Mehta', 'Nimisha Vakharia', 'Gireesh Sahedev', 'J.D. Majethia']"
